clave,codigo,nombre,nivel,capitulo,capituloNombre,sexo,edadMin,edadMax,activo
H744,H74.4,PÓLIPO DEL OÍDO MEDIO,4,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,SI
H748,H74.8,OTROS TRASTORNOS ESPECIFICADOS DEL OÍDO MEDIO Y DE LA APÓFISIS MASTOIDES,4,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,SI
H749,H74.9,"TRASTORNO DEL OÍDO MEDIO Y DE LA APÓFISIS MASTOIDES, NO ESPECIFICADO",4,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,SI
H75,H75,OTROS TRASTORNOS DEL OÍDO MEDIO Y DE LA APÓFISIS MASTOIDES EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,3,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,NO
H750,H75.0,MASTOIDITIS EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE,4,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,SI
H758,H75.8,OTROS TRASTORNOS ESPECIFICADOS DEL OÍDO MEDIO Y DE LA APOFISIS MASTOIDES EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,4,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,SI
H80,H80,OTOSCLEROSIS,3,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,NO
H800,H80.0,"OTOSCLEROSIS QUE AFECTA LA VENTANA OVAL, NO OBLITERANTE",4,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,SI
H801,H80.1,"OTOSCLEROSIS QUE AFECTA LA VENTANA OVAL, OBLITERANTE",4,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,SI
H802,H80.2,OTOSCLEROSIS COCLEAR,4,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,SI
H808,H80.8,OTRAS OTOSCLEROSIS,4,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,SI
H809,H80.9,"OTOSCLEROSIS, NO ESPECIFICADA",4,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,SI
H81,H81,TRASTORNOS DE LA FUNCIÓN VESTIBULAR,3,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,NO
H810,H81.0,ENFERMEDAD DE MENIERE,4,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,SI
H811,H81.1,VÉRTIGO PAROXÍSTICO BENIGNO,4,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,SI
H812,H81.2,NEURONITIS VESTIBULAR,4,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,SI
H813,H81.3,OTROS VÉRTIGOS PERIFÉRICOS,4,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,SI
H814,H81.4,VÉRTIGO DE ORIGEN CENTRAL,4,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,SI
H818,H81.8,OTROS TRASTORNOS DE LA FUNCIÓN VESTIBULAR,4,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,SI
H819,H81.9,"TRASTORNO DE LA FUNCIÓN VESTIBULAR, NO ESPECIFICADO",4,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,SI
H82X,H82.X,SÍNDROMES VERTIGINOSOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,4,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,SI
H83,H83,OTROS TRASTORNOS DEL OÍDO INTERNO,3,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,NO
H830,H83.0,LABERINTITIS,4,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,SI
H831,H83.1,FÍSTULA DEL LABERINTO,4,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,SI
H832,H83.2,DISFUNCIÓN DEL LABERINTO,4,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,SI
H833,H83.3,EFECTOS DEL RUIDO SOBRE EL OÍDO INTERNO,4,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,SI
H838,H83.8,OTROS TRASTORNOS ESPECIFICADOS DEL OÍDO INTERNO,4,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,SI
H839,H83.9,"TRASTORNO DEL OÍDO INTERNO, NO ESPECIFICADO",4,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,SI
H90,H90,HIPOCAUSIA CONDUCTIVA Y NEUROSENSORIAL,3,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,NO
H900,H90.0,HIPOACUSIA CONDUCTIVA BILATERAL,4,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,SI
H901,H90.1,"HIPOACUSIA CONDUCTIVA, UNILATERAL CON AUDICIÓN IRRESTRICTA CONTRALATERAL",4,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,SI
H902,H90.2,"HIPOACUSIA CONDUCTIVA, SIN OTRA ESPECIFICACIÓN",4,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,SI
H903,H90.3,"HIPOACUSIA NEUROSENSORIAL, BILATERAL",4,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,SI
H904,H90.4,"HIPOACUSIA NEUROSENSORIAL, UNILATERAL CON AUDICIÓN IRRESTRICTA CONTRALATERAL",4,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,SI
H905,H90.5,"HIPOACUSIA NEUROSENSORIAL, SIN OTRA ESPECIFICACIÓN",4,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,SI
H906,H90.6,"HIPOACUSIA MIXTA CONDUCTIVA Y NEUROSENSORIAL, BILATERAL",4,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,SI
H907,H90.7,"HIPOACUSIA MIXTA CONDUCTIVA Y NEUROSENSORIAL, UNILATERAL CON AUDICIÓN IRRESTRICTA CONTRALATERAL",4,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,SI
H908,H90.8,"HIPOACUSIA MIXTA CONDUCTIVA Y NEUROSENSORIAL, NO ESPECIFICADA",4,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,SI
H91,H91,OTRAS HIPOACUSIAS,3,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,NO
H910,H91.0,HIPOACUSIA OTOTÓXICA,4,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,SI
H911,H91.1,PRESBIACUSIA,4,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,SI
H912,H91.2,HIPOACUSIA SÚBITA IDIOPÁTICA,4,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,SI
H913,H91.3,"SORDOMUDEZ, NO CLASIFICADA EN OTRA PARTE",4,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,SI
H918,H91.8,OTRAS HIPOACUSIAS ESPECIFICADAS,4,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,SI
H919,H91.9,"HIPOACUSIA, NO ESPECIFICADA",4,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,SI
H92,H92,OTALGIA Y SECRECIÓN DEL OÍDO,3,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,NO
H920,H92.0,OTALGIA,4,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,SI
H921,H92.1,OTORREA,4,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,SI
H922,H92.2,OTORRAGIA,4,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,SI
H93,H93,"OTROS TRASTORNOS DEL OÍDO, NO CLASIFICADOS EN OTRA PARTE",3,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,NO
H930,H93.0,TRASTORNOS DEGENERATIVOS Y VASCULARES DEL OÍDO,4,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,SI
H931,H93.1,TINNITUS,4,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,SI
H932,H93.2,OTRAS PERCEPCIONES AUDITIVAS ANORMALES,4,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,SI
H933,H93.3,TRASTORNOS DEL NERVIO AUDITIVO,4,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,SI
H938,H93.8,OTROS TRASTORNOS ESPECIFICADOS DEL OÍDO,4,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,SI
H939,H93.9,"TRASTORNO DEL OÍDO, NO ESPECIFICADO",4,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,SI
H94,H94,OTROS TRASTORNOS DEL OÍDO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,3,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,NO
H940,H94.0,NEURITIS DEL NERVIO AUDITIVO EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE,4,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,SI
H948,H94.8,OTROS TRASTORNOS ESPECIFICADOS DEL OÍDO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,4,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,SI
H95,H95,"TRASTORNOS DEL OÍDO Y DE LA APÓFISIS MASTOIDES CONSECUTIVOS A PROCEDIMIENTOS, NO CLASIFICADOS EN OTRA PARTE",3,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,NO
H950,H95.0,COLESTEATOMA RECURRENTE DE LA CAVIDAD RESULTANTE DE LA MASTOIDECTOMÍA,4,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,SI
H951,H95.1,OTROS TRASTORNOS POSTERIORES A LA MASTOIDECTOMÍA,4,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,SI
H958,H95.8,"OTROS TRASTORNOS DEL OÍDO Y DE LA APÓFISIS MASTOIDES, CONSECUTIVOS A PROCEDIMIENTOS",4,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,SI
H959,H95.9,"TRASTORNOS NO ESPECIFICADOS DEL OÍDO Y DE LA APÓFISIS MASTOIDES, CONSECUTIVOS A PROCEDIMIENTOS",4,VIII,ENFERMEDADES DE OIDO Y DE LA APOFISIS MASTOIDES,,,,SI
I00X,I00.X,FIEBRE REUMÁTICA SIN MENCIÓN DE COMPLICACIÓN CARDÍACA,4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,,,SI
I01,I01,FIEBRE REUMÁTICA CON COMPLICACIÓN CARDÍACA,3,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,,,NO
I010,I01.0,PERICARDITIS REUMÁTICA AGUDA,4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,,,SI
I011,I01.1,ENDOCARDITIS REUMÁTICA AGUDA,4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,,,SI
I012,I01.2,MIOCARDITIS REUMÁTICA AGUDA,4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,,,SI
I018,I01.8,OTRAS ENFERMEDADES REUMÁTICAS AGUDAS DEL CORAZÓN,4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,,,SI
I019,I01.9,"ENFERMEDAD REUMÁTICA AGUDA DEL CORAZÓN, NO ESPECIFICADA",4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,,,SI
I02,I02,COREA REUMÁTICA,3,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,,,NO
I020,I02.0,COREA REUMÁTICA CON COMPLICACIÓN CARDÍACA,4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,,,SI
I029,I02.9,COREA REUMÁTICA SIN MENCIÓN DE COMPLICACIÓN CARDÍACA,4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,,,SI
I05,I05,ENFERMEDADES REUMÁTICAS DE LA VÁLVULA MITRAL,3,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,365,43800,NO
I050,I05.0,ESTENOSIS MITRAL,4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,365,43800,SI
I051,I05.1,INSUFICIENCIA MITRAL REUMÁTICA,4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,365,43800,SI
I052,I05.2,ESTENOSIS MITRAL CON INSUFICIENCIA,4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,365,43800,SI
I058,I05.8,OTRAS ENFERMEDADES DE LA VÁLVULA MITRAL,4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,365,43800,SI
I059,I05.9,"ENFERMEDAD VALVULAR MITRAL, NO ESPECIFICADA",4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,365,43800,SI
I06,I06,ENFERMEDADES REUMÁTICAS DE LA VÁLVULA AÓRTICA,3,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,365,43800,NO
I060,I06.0,ESTENOSIS AÓRTICA REUMÁTICA,4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,365,43800,SI
I061,I06.1,INSUFICIENCIA AÓRTICA REUMÁTICA,4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,365,43800,SI
I062,I06.2,ESTENOSIS AÓRTICA REUMÁTICA CON INSUFICIENCIA,4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,365,43800,SI
I068,I06.8,OTRAS ENFERMEDADES REUMÁTICAS DE LA VÁLVULA AÓRTICA,4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,365,43800,SI
I069,I06.9,"ENFERMEDAD VALVULAR AÓRTICA REUMÁTICA, NO ESPECIFICADA",4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,365,43800,SI
I07,I07,ENFERMEDADES REUMÁTICAS DE LA VÁLVULA TRICÚSPIDE,3,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,365,43800,NO
I070,I07.0,ESTENOSIS TRICÚSPIDE,4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,365,43800,SI
I071,I07.1,INSUFICIENCIA TRICÚSPIDE,4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,365,43800,SI
I072,I07.2,ESTENOSIS E INSUFICIENCIA TRICÚSPIDE,4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,365,43800,SI
I078,I07.8,OTRAS ENFERMEDADES DE LA VÁLVULA TRICÚSPIDE,4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,365,43800,SI
I079,I07.9,"ENFERMEDAD DE LA VÁLVULA TRICÚSPIDE, NO ESPECIFICADA",4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,365,43800,SI
I08,I08,ENFERMEDADES VALVULARES MÚLTIPLES,3,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,365,43800,NO
I080,I08.0,TRASTORNOS DE LAS VÁLVULAS MITRAL Y AÓRTICA,4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,365,43800,SI
I081,I08.1,TRASTORNOS DE LAS VÁLVULAS MITRAL Y TRICÚSPIDE,4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,365,43800,SI
I082,I08.2,TRASTORNOS DE LAS VÁLVULAS AÓRTICA Y TRICÚSPIDE,4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,365,43800,SI
I083,I08.3,"TRASTORNOS COMBINADOS DE LAS VÁLVULAS MITRAL, TRICÚSPIDE Y AÓRTICA",4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,365,43800,SI
I088,I08.8,OTRAS ENFERMEDADES DE MÚLTIPLES VÁLVULAS,4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,365,43800,SI
I089,I08.9,"ENFERMEDAD DE MÚLTIPLES VÁLVULAS, NO ESPECIFICADA",4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,365,43800,SI
I09,I09,OTRAS ENFERMEDADES REUMÁTICAS DEL CORAZÓN,3,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,365,43800,NO
I090,I09.0,MIOCARDITIS REUMÁTICA,4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,365,43800,SI
I091,I09.1,"ENFERMEDADES REUMÁTICAS DEL ENDOCARDIO, VÁLVULA NO ESPECIFICADA",4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,365,43800,SI
I092,I09.2,PERICARDITIS REUMÁTICA CRÓNICA,4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,365,43800,SI
I098,I09.8,OTRAS ENFERMEDADES REUMÁTICAS ESPECIFICADAS DEL CORAZÓN,4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,365,43800,SI
I099,I09.9,"ENFERMEDAD REUMÁTICA DEL CORAZÓN, NO ESPECIFICADA",4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,365,43800,SI
I10X,I10.X,HIPERTENSIÓN ESENCIAL (PRIMARIA),4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,28,43800,SI
I11,I11,ENFERMEDAD CARDÍACA HIPERTENSIVA,3,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,28,43800,NO
I110,I11.0,ENFERMEDAD CARDÍACA HIPERTENSIVA CON INSUFICIENCIA CARDÍACA (CONGESTIVA),4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,28,43800,SI
I119,I11.9,ENFERMEDAD CARDÍACA HIPERTENSIVA SIN INSUFICIENCIA CARDÍACA (CONGESTIVA),4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,28,43800,SI
I12,I12,ENFERMEDAD RENAL HIPERTENSIVA,3,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,28,43800,NO
I120,I12.0,ENFERMEDAD RENAL HIPERTENSIVA CON INSUFICIENCIA RENAL,4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,28,43800,SI
I129,I12.9,ENFERMEDAD RENAL HIPERTENSIVA SIN INSUFICIENCIA RENAL,4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,28,43800,SI
I13,I13,ENFERMEDAD CARDIORRENAL HIPERTENSIVA,3,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,28,43800,NO
I130,I13.0,ENFERMEDAD CARDIORRENAL HIPERTENSIVA CON INSUFICIENCIA CARDÍACA (CONGESTIVA),4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,28,43800,SI
I131,I13.1,ENFERMEDAD CARDIORRENAL HIPERTENSIVA CON INSUFICIENCIA RENAL,4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,28,43800,SI
I132,I13.2,ENFERMEDAD CARDIORRENAL HIPERTENSIVA CON INSUFICIENCIA CARDÍACA (CONGESTIVA) E INSUFICIENCIA RENAL,4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,28,43800,SI
I139,I13.9,"ENFERMEDAD CARDIORRENAL HIPERTENSIVA, NO ESPECIFICADA",4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,28,43800,SI
I15,I15,HIPERTENSIÓN SECUNDARIA,3,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,5475,43800,NO
I150,I15.0,HIPERTENSIÓN RENOVASCULAR,4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,5475,43800,SI
I151,I15.1,HIPERTENSIÓN SECUNDARIA A OTROS TRASTORNOS RENALES,4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,5475,43800,SI
I152,I15.2,HIPERTENSIÓN SECUNDARIA A TRASTORNOS ENDOCRINOS,4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,5475,43800,SI
I158,I15.8,OTROS TIPOS DE HIPERTENSIÓN SECUNDARIA,4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,5475,43800,SI
I159,I15.9,"HIPERTENSIÓN SECUNDARIA, NO ESPECIFICADA",4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,5475,43800,SI
I20,I20,ANGINA DE PECHO,3,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,7300,43800,NO
I200,I20.0,ANGINA INESTABLE,4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,7300,43800,SI
I201,I20.1,ANGINA DE PECHO CON ESPASMO DOCUMENTADO,4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,7300,43800,SI
I208,I20.8,OTRAS FORMAS ESPECIFICADAS DE ANGINA DE PECHO,4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,7300,43800,SI
I209,I20.9,"ANGINA DE PECHO, NO ESPECIFICADA",4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,7300,43800,SI
I21,I21,INFARTO AGUDO DEL MIOCARDIO,3,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,5475,43800,NO
I210,I21.0,INFARTO TRANSMURAL AGUDO DEL MIOCARDIO DE LA PARED ANTERIOR,4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,5475,43800,SI
I211,I21.1,INFARTO TRANSMURAL AGUDO DEL MIOCARDIO DE LA PARED INFERIOR,4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,5475,43800,SI
I212,I21.2,INFARTO AGUDO TRANSMURAL DEL MIOCARDIO DE OTROS SITIOS,4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,5475,43800,SI
I213,I21.3,"INFARTO TRANSMURAL AGUDO DEL MIOCARDIO, DE SITIO NO ESPECIFICADO",4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,5475,43800,SI
I214,I21.4,INFARTO SUBENDOCÁRDICO AGUDO DEL MIOCARDIO,4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,5475,43800,SI
I219,I21.9,"INFARTO AGUDO DEL MIOCARDIO, SIN OTRA ESPECIFICACIÓN",4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,5475,43800,SI
I22,I22,INFARTO SUBSECUENTE DEL MIOCARDIO,3,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,5475,43800,NO
I220,I22.0,INFARTO SUBSECUENTE DEL MIOCARDIO DE LA PARED ANTERIOR,4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,5475,43800,SI
I221,I22.1,INFARTO SUBSECUENTE DEL MIOCARDIO DE LA PARED INFERIOR,4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,5475,43800,SI
I228,I22.8,INFARTO SUBSECUENTE DEL MIOCARDIO DE OTROS SITIOS,4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,5475,43800,SI
I229,I22.9,"INFARTO SUBSECUENTE DEL MIOCARDIO, DE PARTE NO ESPECIFICADA",4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,5475,43800,SI
I23,I23,CIERTAS COMPLICACIONES PRESENTES POSTERIORES AL INFARTO AGUDO DEL MIOCARDIO,3,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,5475,43800,NO
I230,I23.0,HEMOPERICARDIO COMO COMPLICACIÓN PRESENTE POSTERIOR AL INFARTO AGUDO DEL MIOCARDIO,4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,5475,43800,SI
I231,I23.1,DEFECTO DEL TABIQUE AURICULAR COMO COMPLICACIÓN PRESENTE POSTERIOR AL INFARTO DEL MIOCARDIO,4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,5475,43800,SI
I232,I23.2,DEFECTO DEL TABIQUE VENTRICULAR COMO COMPLICACIÓN PRESENTE POSTERIOR AL INFARTO DEL MIOCARDIO,4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,5475,43800,SI
I233,I23.3,RUPTURA DE LA PARED CARDÍACA SIN HEMOPERICARDIO COMO COMPLICACIÓN PRESENTE POSTERIOR AL INFARTO AGUDO DEL MIOCARDIO,4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,5475,43800,SI
I234,I23.4,RUPTURA DE LAS CUERDAS TENDINOSAS COMO COMPLICACIÓN PRESENTE POSTERIOR AL INFARTO AGUDO DEL MIOCARDIO,4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,5475,43800,SI
I235,I23.5,RUPTURA DE MÚSCULO PAPILAR COMO COMPLICACIÓN PRESENTE POSTERIOR AL INFARTO AGUDO DEL MIOCARDIO,4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,5475,43800,SI
I236,I23.6,"TROMBOSIS DE LA AURÍCULA, APÉNDICE AURICULAR Y VENTRÍCULO COMO COMPLICACIÓN PRESENTE POSTERIOR AL INFARTO AGUDO DEL MIOCARDIO",4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,5475,43800,SI
I238,I23.8,OTRAS COMPLICACIONES PRESENTES POSTERIORES AL INFARTO AGUDO DEL MIOCARDIO,4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,5475,43800,SI
I24,I24,OTRAS ENFERMEDADES ISQUÉMICAS AGUDAS DEL CORAZÓN,3,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,5475,43800,NO
I240,I24.0,TROMBOSIS CORONARIA QUE NO RESULTA EN INFARTO DEL MIOCARDIO,4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,5475,43800,SI
I241,I24.1,SÍNDROME DE DRESSLER,4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,5475,43800,SI
I248,I24.8,OTRAS FORMAS DE ENFERMEDAD ISQUÉMICA AGUDA DEL CORAZÓN,4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,5475,43800,SI
I249,I24.9,"ENFERMEDAD ISQUÉMICA AGUDA DEL CORAZÓN, NO ESPECIFICADA",4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,5475,43800,SI
I25,I25,ENFERMEDAD ISQUÉMICA CRÓNICA DEL CORAZÓN,3,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,5475,43800,NO
I250,I25.0,"ENFERMEDAD CARDIOVASCULAR ATEROSCLERÓTICA, ASÍ DESCRITA",4,IX,ENFERMEDADES DEL SISTEMA CIRCULATORIO,,5475,43800,SI
