clave,codigo,nombre,nivel,capitulo,capituloNombre,sexo,edadMin,edadMax,activo
Z34,Z34,SUPERVISIÓN DE EMBARAZO NORMAL,3,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,F,3650,19710,NO
Z340,Z34.0,SUPERVISIÓN DE PRIMER EMBARAZO NORMAL,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,F,3650,19710,SI
Z348,Z34.8,SUPERVISIÓN DE OTROS EMBARAZOS NORMALES,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,F,3650,19710,SI
Z349,Z34.9,SUPERVISIÓN DE EMBARAZO NORMAL NO ESPECIFICADO,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,F,3650,19710,SI
Z35,Z35,SUPERVISIÓN DE EMBARAZO DE ALTO RIESGO,3,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,F,3650,19710,NO
Z350,Z35.0,SUPERVISIÓN DE EMBARAZO CON HISTORIA DE ESTERILIDAD,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,F,3650,19710,SI
Z351,Z35.1,SUPERVISIÓN DE EMBARAZO CON HISTORIA DE ABORTO,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,F,3650,19710,SI
Z352,Z35.2,SUPERVISIÓN DE EMBARAZO CON OTRO RIESGO EN LA HISTORIA OBSTÉTRICA O REPRODUCTIVA,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,F,3650,19710,SI
Z353,Z35.3,SUPERVISIÓN DE EMBARAZO CON HISTORIA DE INSUFICIENTE ATENCIÓN PRENATAL,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,F,3650,19710,SI
Z354,Z35.4,SUPERVISIÓN DE EMBARAZO CON GRAN MULTIPARIDAD,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,F,3650,19710,SI
Z355,Z35.5,SUPERVISIÓN DE PRIMIGESTA AÑOSA,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,F,3650,19710,SI
Z356,Z35.6,SUPERVISIÓN DE PRIMIGESTA MUY JOVEN,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,F,3650,19710,SI
Z357,Z35.7,SUPERVISIÓN DE EMBARAZO DE ALTO RIESGO DEBIDO A PROBLEMAS SOCIALES,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,F,3650,19710,SI
Z358,Z35.8,SUPERVISIÓN DE OTROS EMBARAZOS DE ALTO RIESGO,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,F,3650,19710,SI
Z359,Z35.9,"SUPERVISIÓN DE EMBARAZO DE ALTO RIESGO, SIN OTRA ESPECIFICACIÓN",4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,F,3650,19710,SI
Z36,Z36,PESQUISAS PRENATALES,3,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,F,3650,18250,NO
Z360,Z36.0,PESQUISA PRENATAL PARA ANOMALÍAS CROMOSÓMICAS,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,F,3650,19710,SI
Z361,Z36.1,PESQUISA PRENATAL PARA MEDIR NIVELES ELEVADOS DE ALFAFETOPROTEÍNAS,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,F,3650,19710,SI
Z362,Z36.2,OTRAS PESQUISAS PRENATALES BASADAS EN AMNIOCENTESIS,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,F,3650,19710,SI
Z363,Z36.3,PESQUISA PRENATAL DE MALFORMACIONES USANDO ULTRASONIDO Y OTROS MÉTODOS FÍSICOS,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,F,3650,19710,SI
Z364,Z36.4,PESQUISA PRENATAL DEL RETARDO DEL CRECIMIENTO FETAL USANDO ULTRASONIDO Y OTROS MÉTODOS FÍSICOS,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,F,3650,19710,SI
Z365,Z36.5,PESQUISA PRENATAL PARA ISOINMUNIZACIÓN,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,F,3650,19710,SI
Z368,Z36.8,OTRAS PESQUISAS PRENATALES ESPECIFICAS,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,F,3650,19710,SI
Z369,Z36.9,"PESQUISA PRENATAL, SIN OTRA ESPECIFICACIÓN",4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,F,3650,19710,SI
Z37,Z37,PRODUCTO DEL PARTO,3,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,F,3650,19710,NO
Z370,Z37.0,"NACIDO VIVO, ÚNICO",4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,F,3650,19710,SI
Z371,Z37.1,"NACIDO MUERTO, ÚNICO",4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,F,3650,19710,SI
Z372,Z37.2,"GEMELOS, AMBOS NACIDOS VIVOS",4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,F,3650,19710,SI
Z373,Z37.3,"GEMELOS, UN NACIDO VIVO Y UN NACIDO MUERTO",4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,F,3650,19710,SI
Z374,Z37.4,"GEMELOS, AMBOS NACIDOS MUERTOS",4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,F,3650,19710,SI
Z375,Z37.5,"OTROS NACIMIENTOS MÚLTIPLES, TODOS NACIDOS VIVOS",4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,F,3650,19710,SI
Z376,Z37.6,"OTROS NACIMIENTOS MÚLTIPLES, ALGUNOS NACIDOS VIVOS",4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,F,3650,19710,SI
Z377,Z37.7,"OTROS NACIMIENTOS MÚLTIPLES, TODOS NACIDOS MUERTOS",4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,F,3650,19710,SI
Z379,Z37.9,PRODUCTO DEL PARTO NO ESPECIFICADO,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,F,3650,19710,SI
Z38,Z38,NACIDOS VIVOS SEGÚN LUGAR DE NACIMIENTO,3,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,0,27,NO
Z380,Z38.0,"PRODUCTO ÚNICO, NACIDO EN HOSPITAL",4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,0,27,SI
Z381,Z38.1,"PRODUCTO ÚNICO, NACIDO FUERA DE HOSPITAL",4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,0,27,SI
Z382,Z38.2,"PRODUCTO ÚNICO, LUGAR DE NACIMIENTO NO ESPECIFICADO",4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,0,27,SI
Z383,Z38.3,"GEMELOS, NACIDOS EN HOSPITAL",4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,0,27,SI
Z384,Z38.4,"GEMELOS, NACIDOS FUERA DE HOSPITAL",4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,0,27,SI
Z385,Z38.5,"GEMELOS, LUGAR DE NACIMIENTO NO ESPECIFICADO",4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,0,27,SI
Z386,Z38.6,"OTROS NACIMIENTOS MÚLTIPLES, EN HOSPITAL",4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,0,27,SI
Z387,Z38.7,"OTROS NACIMIENTOS MÚLTIPLES, FUERA DEL HOSPITAL",4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,0,27,SI
Z388,Z38.8,"OTROS NACIMIENTOS MÚLTIPLES, LUGAR DE NACIMIENTO NO ESPECIFICADO",4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,0,27,SI
Z39,Z39,EXAMEN Y ATENCIÓN DEL POSTPARTO,3,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,F,3650,19710,NO
Z390,Z39.0,ATENCIÓN Y EXAMEN INMEDIATAMENTE DESPUÉS DEL PARTO,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,F,3650,19710,SI
Z391,Z39.1,ATENCIÓN Y EXAMEN DE MADRE EN PERIODO DE LACTANCIA,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,F,3650,19710,SI
Z392,Z39.2,"SEGUIMIENTO POSTPARTO, DE RUTINA",4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,F,3650,19710,SI
Z40,Z40,CIRUGÍA PROFILÁCTICA,3,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,NO
Z400,Z40.0,CIRUGÍA PROFILÁCTICA POR FACTORES DE RIESGO RELACIONADOS CON TUMORES MALIGNOS,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
Z408,Z40.8,OTRA CIRUGÍA PROFILÁCTICA,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
Z409,Z40.9,CIRUGÍA PROFILÁCTICA NO ESPECIFICADA,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
Z41,Z41,PROCEDIMIENTOS PARA OTROS PROPÓSITOS QUE NO SEAN LOS DE MEJORAR EL ESTADO DE SALUD,3,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,NO
Z410,Z41.0,TRASPLANTE DE PELO,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
Z411,Z41.1,OTRAS CIRUGÍAS PLÁSTICAS POR RAZONES ESTÉTICAS,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
Z412,Z41.2,CIRCUNCISIÓN RITUAL O DE RUTINA,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,M,,,SI
Z413,Z41.3,PERFORACIÓN DE LA OREJA,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
Z418,Z41.8,OTROS PROCEDIMIENTOS PARA OTROS PROPÓSITOS QUE NO SEAN LOS DE MEJORAR EL ESTADO DE SALUD,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
Z419,Z41.9,PROCEDIMIENTO NO ESPECIFICADO PARA OTROS PROPÓSITOS QUE NO SEAN LOS DE MEJORAR EL ESTADO DE SALUD,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
Z42,Z42,CUIDADOS POSTERIORES A LA CIRUGÍA PLÁSTICA,3,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,NO
Z420,Z42.0,CUIDADOS POSTERIORES A LA CIRUGÍA PLÁSTICA DE LA CABEZA Y DEL CUELLO,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
Z421,Z42.1,CUIDADOS POSTERIORES A LA CIRUGÍA PLÁSTICA DE LA MAMA,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
Z422,Z42.2,CUIDADOS POSTERIORES A LA CIRUGÍA PLÁSTICA DE OTRAS PARTES ESPECIFICADAS DEL TRONCO,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
Z423,Z42.3,CUIDADOS POSTERIORES A LA CIRUGÍA PLÁSTICA DE LAS EXTREMIDADES SUPERIORES,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
Z424,Z42.4,CUIDADOS POSTERIORES A LA CIRUGÍA PLÁSTICA DE LAS EXTREMIDADES INFERIORES,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
Z428,Z42.8,CUIDADOS POSTERIORES A LA CIRUGÍA PLÁSTICA DE OTRAS PARTES ESPECIFICADAS DEL CUERPO,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
Z429,Z42.9,CUIDADOS POSTERIORES A LA CIRUGÍA PLÁSTICA NO ESPECIFICADA,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
Z43,Z43,ATENCIÓN DE ORIFICIOS ARTIFICIALES,3,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,NO
Z430,Z43.0,ATENCIÓN DE TRAQUEOSTOMÍA,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
Z431,Z43.1,ATENCIÓN DE GASTROSTOMÍA,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
Z432,Z43.2,ATENCIÓN DE ILEOSTOMÍA,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
Z433,Z43.3,ATENCIÓN DE COLOSTOMÍA,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
Z434,Z43.4,ATENCIÓN DE OTROS ORIFICIOS ARTIFICIALES DE LAS VÍAS DIGESTIVAS,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
Z435,Z43.5,ATENCIÓN DE CISTOSTOMÍA,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
Z436,Z43.6,ATENCIÓN DE OTROS ORIFICIOS ARTIFICIALES DE LAS VÍAS URINARIAS,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
Z437,Z43.7,ATENCIÓN DE VAGINA ARTIFICIAL,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,F,,,SI
Z438,Z43.8,ATENCIÓN DE OTROS ORIFICIOS ARTIFICIALES,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
Z439,Z43.9,ATENCIÓN DE ORIFICIO ARTIFICIAL NO ESPECIFICADO,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
Z44,Z44,PRUEBA Y AJUSTE DE DISPOSITIVOS PROTÉSICOS EXTERNOS,3,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,NO
Z440,Z44.0,PRUEBA Y AJUSTE DE BRAZO ARTIFICIAL (COMPLETO) (PARCIAL),4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
Z441,Z44.1,PRUEBA Y AJUSTE DE PIERNA ARTIFICIAL (COMPLETA) (PARCIAL),4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
Z442,Z44.2,PRUEBA Y AJUSTE DE OJO ARTIFICIAL,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
Z443,Z44.3,PRUEBA Y AJUSTE DE PRÓTESIS MAMARIA EXTERNA,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
Z448,Z44.8,PRUEBA Y AJUSTE DE OTROS DISPOSITIVOS PROTÉSICOS EXTERNOS,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
Z449,Z44.9,PRUEBA Y AJUSTE DE DISPOSITIVO PROTÉSICO EXTERNO NO ESPECIFICADO,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
Z45,Z45,ASISTENCIA Y AJUSTE DE DISPOSITIVOS IMPLANTADOS,3,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,NO
Z450,Z45.0,ASISTENCIA Y AJUSTE DE DISPOSITIVOS CARDÍACOS,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
Z451,Z45.1,ASISTENCIA Y AJUSTE DE BOMBA DE INFUSIÓN,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
Z452,Z45.2,ASISTENCIA Y AJUSTE DE DISPOSITIVOS DE ACCESO VASCULAR,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
Z453,Z45.3,ASISTENCIA Y AJUSTE DE DISPOSITIVO AUDITIVO IMPLANTADO,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
Z458,Z45.8,ASISTENCIA Y AJUSTE DE OTROS DISPOSITIVOS IMPLANTADOS,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
Z459,Z45.9,ASISTENCIA Y AJUSTE DE DISPOSITIVO IMPLANTADO NO ESPECIFICADO,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
Z46,Z46,PRUEBA Y AJUSTE DE OTROS DISPOSITIVOS,3,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,NO
Z460,Z46.0,PRUEBA Y AJUSTE DE ANTEOJOS Y LENTES DE CONTACTO,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
Z461,Z46.1,PRUEBA Y AJUSTE DE AUDÍFONOS,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
Z462,Z46.2,PRUEBA Y AJUSTE DE OTROS DISPOSITIVOS RELACIONADOS CON EL SISTEMA NERVIOSO Y LOS SENTIDOS ESPECIALES,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
Z463,Z46.3,PRUEBA Y AJUSTE DE PRÓTESIS DENTAL,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
Z464,Z46.4,PRUEBA Y AJUSTE DE DISPOSITIVO ORTODÓNCICO,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
Z465,Z46.5,PRUEBA Y AJUSTE DE ILEOSTOMÍA U OTRO DISPOSITIVO INTESTINAL,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
Z466,Z46.6,PRUEBA Y AJUSTE DE DISPOSITIVO URINARIO,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
Z467,Z46.7,PRUEBA Y AJUSTE DE DISPOSITIVO ORTOPÉDICO,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
Z468,Z46.8,PRUEBA Y AJUSTE DE OTROS DISPOSITIVOS ESPECIFICADOS,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
Z469,Z46.9,PRUEBA Y AJUSTE DE DISPOSITIVO NO ESPECIFICADO,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
Z47,Z47,OTROS CUIDADOS POSTERIORES A LA ORTOPEDIA,3,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,NO
Z470,Z47.0,CUIDADOS POSTERIORES A LA EXTRACCIÓN DE PLACA U OTRO DISPOSITIVO DE FIJACIÓN INTERNA EN FRACTURA,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
Z478,Z47.8,OTROS CUIDADOS ESPECIFICADOS POSTERIORES A LA ORTOPEDIA,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
Z479,Z47.9,"CUIDADO POSTERIOR A LA ORTOPEDIA, NO ESPECIFICADO",4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
Z48,Z48,OTROS CUIDADOS POSTERIORES A LA CIRUGÍA,3,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,NO
Z480,Z48.0,ATENCIÓN DE LOS APÓSITOS Y SUTURAS,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
Z488,Z48.8,OTROS CUIDADOS ESPECIFICADOS POSTERIORES A LA CIRUGÍA,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
Z489,Z48.9,"CUIDADO POSTERIOR A LA CIRUGÍA, NO ESPECIFICADO",4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
Z49,Z49,CUIDADOS RELATIVOS AL PROCEDIMIENTO DE DIÁLISIS,3,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,NO
Z490,Z49.0,CUIDADOS PREPARATORIOS PARA DIÁLISIS,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
Z491,Z49.1,DIÁLISIS EXTRACORPÓREA,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
Z492,Z49.2,OTRAS DIÁLISIS,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
Z50,Z50,ATENCIÓN POR EL USO DE PROCEDIMIENTOS DE REHABILITACIÓN,3,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,NO
Z500,Z50.0,REHABILITACIÓN CARDÍACA,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
Z501,Z50.1,OTRAS TERAPIAS FÍSICAS,4,XXI,FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS DE SALUD,,,,SI
